,Assembly,pident,qcovs,Qval,#Organism Name,Organism Groups,Strain,BioSample,BioProject,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
800,GCA_000544685.1,9,12,21,Staphylococcus aureus M0868,Bacteria;Terrabacteria group;Firmicutes,M0868,SAMN02325769,PRJNA216818,Scaffold,2.89627,32.9,,JCQQ01,25.0,2765.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/685/GCA_000544685.1_Stap_aure_M0868_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/685/GCF_000544685.1_Stap_aure_M0868_V1
801,GCA_000544705.1,9,11,20,Staphylococcus aureus M0869,Bacteria;Terrabacteria group;Firmicutes,M0869,SAMN02325770,PRJNA216819,Scaffold,2.93728,32.9,,JCQR01,29.0,2796.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/705/GCA_000544705.1_Stap_aure_M0869_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/705/GCF_000544705.1_Stap_aure_M0869_V1
802,GCA_000544725.1,9,11,20,Staphylococcus aureus M0872,Bacteria;Terrabacteria group;Firmicutes,M0872,SAMN02325772,PRJNA216821,Scaffold,2.94514,32.9,,JCQS01,40.0,2807.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/725/GCA_000544725.1_Stap_aure_M0872_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/725/GCF_000544725.1_Stap_aure_M0872_V1
803,GCA_000544745.1,9,11,20,Staphylococcus aureus M0875,Bacteria;Terrabacteria group;Firmicutes,M0875,SAMN02325775,PRJNA216824,Scaffold,2.8603,32.8,,JCQT01,45.0,2739.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/745/GCA_000544745.1_Stap_aure_M0875_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/745/GCF_000544745.1_Stap_aure_M0875_V1
804,GCA_000544765.1,9,12,21,Staphylococcus aureus M0876,Bacteria;Terrabacteria group;Firmicutes,M0876,SAMN02325776,PRJNA216825,Scaffold,2.89794,32.9,,JCQU01,30.0,2771.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/765/GCA_000544765.1_Stap_aure_M0876_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/765/GCF_000544765.1_Stap_aure_M0876_V1
805,GCA_000544785.1,9,12,21,Staphylococcus aureus M0878,Bacteria;Terrabacteria group;Firmicutes,M0878,SAMN02325777,PRJNA216826,Scaffold,2.89704,32.9,,JCQV01,24.0,2766.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/785/GCA_000544785.1_Stap_aure_M0878_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/785/GCF_000544785.1_Stap_aure_M0878_V1
806,GCA_000544805.1,9,12,21,Staphylococcus aureus M0879,Bacteria;Terrabacteria group;Firmicutes,M0879,SAMN02325778,PRJNA216827,Scaffold,2.87344,32.8,,JCQW01,12.0,2723.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/805/GCA_000544805.1_Stap_aure_M0879_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/805/GCF_000544805.1_Stap_aure_M0879_V1
807,GCA_000544825.1,10,11,21,Staphylococcus aureus M0880,Bacteria;Terrabacteria group;Firmicutes,M0880,SAMN02325779,PRJNA216828,Scaffold,2.86698,32.9,,JCQX01,18.0,2707.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/825/GCA_000544825.1_Stap_aure_M0880_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/825/GCF_000544825.1_Stap_aure_M0880_V1
808,GCA_000544845.1,9,12,21,Staphylococcus aureus M0883,Bacteria;Terrabacteria group;Firmicutes,M0883,SAMN02325781,PRJNA216830,Scaffold,2.90008,32.9,,JCQY01,24.0,2770.0,2014-02-04T18:57:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/845/GCA_000544845.1_Stap_aure_M0883_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/845/GCF_000544845.1_Stap_aure_M0883_V1
809,GCA_000544865.1,9,11,20,Staphylococcus aureus M0885,Bacteria;Terrabacteria group;Firmicutes,M0885,SAMN02325783,PRJNA216832,Scaffold,2.94204,32.9,,JCQZ01,37.0,2811.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/865/GCA_000544865.1_Stap_aure_M0885_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/865/GCF_000544865.1_Stap_aure_M0885_V1
810,GCA_000544885.1,9,12,21,Staphylococcus aureus M0887,Bacteria;Terrabacteria group;Firmicutes,M0887,SAMN02325785,PRJNA216834,Scaffold,2.93606,32.9,,JCRA01,34.0,2816.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/885/GCA_000544885.1_Stap_aure_M0887_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/885/GCF_000544885.1_Stap_aure_M0887_V1
811,GCA_000544905.1,9,12,21,Staphylococcus aureus M0889,Bacteria;Terrabacteria group;Firmicutes,M0889,SAMN02325787,PRJNA216836,Scaffold,2.86954,32.9,,JCRB01,15.0,2717.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/905/GCA_000544905.1_Stap_aure_M0889_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/905/GCF_000544905.1_Stap_aure_M0889_V1
812,GCA_000544925.1,10,11,21,Staphylococcus aureus M0890,Bacteria;Terrabacteria group;Firmicutes,M0890,SAMN02325788,PRJNA216837,Scaffold,2.85812,32.8,,JCRC01,23.0,2741.0,2014-02-04T18:59:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/925/GCA_000544925.1_Stap_aure_M0890_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/925/GCF_000544925.1_Stap_aure_M0890_V1
813,GCA_000544945.1,9,12,21,Staphylococcus aureus M0891,Bacteria;Terrabacteria group;Firmicutes,M0891,SAMN02325789,PRJNA216838,Scaffold,2.95238,32.9,,JCRD01,17.0,2804.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/945/GCA_000544945.1_Stap_aure_M0891_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/945/GCF_000544945.1_Stap_aure_M0891_V1
814,GCA_000544965.1,3,14,17,Staphylococcus aureus M0893,Bacteria;Terrabacteria group;Firmicutes,M0893,SAMN02325790,PRJNA216839,Scaffold,2.93784,32.7,,JCRE01,79.0,2842.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/965/GCA_000544965.1_Stap_aure_M0893_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/965/GCF_000544965.1_Stap_aure_M0893_V1
815,GCA_000544985.1,3,14,17,Staphylococcus aureus M0894,Bacteria;Terrabacteria group;Firmicutes,M0894,SAMN02325791,PRJNA216840,Scaffold,2.92982,32.7,,JCRF01,80.0,2833.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/544/985/GCA_000544985.1_Stap_aure_M0894_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/544/985/GCF_000544985.1_Stap_aure_M0894_V1
816,GCA_000545005.1,9,12,21,Staphylococcus aureus M0895,Bacteria;Terrabacteria group;Firmicutes,M0895,SAMN02325792,PRJNA216841,Scaffold,2.91337,32.9,,JCRG01,60.0,2788.0,2014-02-04T19:02:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/005/GCA_000545005.1_Stap_aure_M0895_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/005/GCF_000545005.1_Stap_aure_M0895_V1
817,GCA_000545025.1,9,13,22,Staphylococcus aureus M0897,Bacteria;Terrabacteria group;Firmicutes,M0897,SAMN02325794,PRJNA216843,Scaffold,2.89329,32.8,,JCRH01,55.0,2774.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/025/GCA_000545025.1_Stap_aure_M0897_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/025/GCF_000545025.1_Stap_aure_M0897_V1
818,GCA_000545045.1,9,11,20,Staphylococcus aureus M0898,Bacteria;Terrabacteria group;Firmicutes,M0898,SAMN02325795,PRJNA216844,Scaffold,2.86208,32.9,,JCRI01,35.0,2732.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/045/GCA_000545045.1_Stap_aure_M0898_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/045/GCF_000545045.1_Stap_aure_M0898_V1
819,GCA_000545065.1,9,12,21,Staphylococcus aureus M0899,Bacteria;Terrabacteria group;Firmicutes,M0899,SAMN02325796,PRJNA216845,Scaffold,2.89225,32.8,,JCRJ01,24.0,2774.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/065/GCA_000545065.1_Stap_aure_M0899_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/065/GCF_000545065.1_Stap_aure_M0899_V1
820,GCA_000545085.1,9,12,21,Staphylococcus aureus M0901,Bacteria;Terrabacteria group;Firmicutes,M0901,SAMN02325797,PRJNA216846,Scaffold,2.85427,32.8,,JCRK01,44.0,2712.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/085/GCA_000545085.1_Stap_aure_M0901_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/085/GCF_000545085.1_Stap_aure_M0901_V1
821,GCA_000545105.1,9,11,20,Staphylococcus aureus M0902,Bacteria;Terrabacteria group;Firmicutes,M0902,SAMN02325798,PRJNA216847,Scaffold,2.86196,32.9,,JCRL01,17.0,2711.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/105/GCA_000545105.1_Stap_aure_M0902_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/105/GCF_000545105.1_Stap_aure_M0902_V1
822,GCA_000545125.1,9,11,20,Staphylococcus aureus M0903,Bacteria;Terrabacteria group;Firmicutes,M0903,SAMN02325799,PRJNA216848,Scaffold,2.85728,32.9,,JCRM01,20.0,2714.0,2014-02-04T19:06:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/125/GCA_000545125.1_Stap_aure_M0903_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/125/GCF_000545125.1_Stap_aure_M0903_V1
823,GCA_000545145.1,10,12,22,Staphylococcus aureus M0905,Bacteria;Terrabacteria group;Firmicutes,M0905,SAMN02325801,PRJNA216850,Scaffold,2.82752,32.9,,JCRN01,10.0,2649.0,2014-02-04T19:07:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/145/GCA_000545145.1_Stap_aure_M0905_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/145/GCF_000545145.1_Stap_aure_M0905_V1
824,GCA_000545165.1,9,11,20,Staphylococcus aureus M0907,Bacteria;Terrabacteria group;Firmicutes,M0907,SAMN02325803,PRJNA216852,Scaffold,2.85419,32.8,,JCRO01,66.0,2714.0,2014-02-04T19:08:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/165/GCA_000545165.1_Stap_aure_M0907_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/165/GCF_000545165.1_Stap_aure_M0907_V1
825,GCA_000545185.1,10,13,23,Staphylococcus aureus M0909,Bacteria;Terrabacteria group;Firmicutes,M0909,SAMN02325805,PRJNA216854,Scaffold,2.82551,32.8,,JCRP01,35.0,2679.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/185/GCA_000545185.1_Stap_aure_M0909_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/185/GCF_000545185.1_Stap_aure_M0909_V1
826,GCA_000545205.1,3,14,17,Staphylococcus aureus M0910,Bacteria;Terrabacteria group;Firmicutes,M0910,SAMN02325806,PRJNA216855,Scaffold,2.88826,32.8,,JCRQ01,72.0,2798.0,2014-02-04T19:09:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/205/GCA_000545205.1_Stap_aure_M0910_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/205/GCF_000545205.1_Stap_aure_M0910_V1
827,GCA_000545225.1,9,12,21,Staphylococcus aureus M0911,Bacteria;Terrabacteria group;Firmicutes,M0911,SAMN02325807,PRJNA216856,Scaffold,2.90258,32.8,,JCRR01,44.0,2788.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/225/GCA_000545225.1_Stap_aure_M0911_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/225/GCF_000545225.1_Stap_aure_M0911_V1
828,GCA_000545245.1,9,11,20,Staphylococcus aureus M0913,Bacteria;Terrabacteria group;Firmicutes,M0913,SAMN02325808,PRJNA216857,Scaffold,2.84164,32.8,,JCRS01,63.0,2704.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/245/GCA_000545245.1_Stap_aure_M0913_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/245/GCF_000545245.1_Stap_aure_M0913_V1
829,GCA_000545265.1,9,11,20,Staphylococcus aureus M0914,Bacteria;Terrabacteria group;Firmicutes,M0914,SAMN02325809,PRJNA216858,Scaffold,2.93385,32.8,,JCRT01,40.0,2806.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/265/GCA_000545265.1_Stap_aure_M0914_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/265/GCF_000545265.1_Stap_aure_M0914_V1
830,GCA_000545285.1,23,16,39,Staphylococcus aureus M0916,Bacteria;Terrabacteria group;Firmicutes,M0916,SAMN02325811,PRJNA216860,Scaffold,2.80033,32.8,,JCRU01,40.0,2627.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/285/GCA_000545285.1_Stap_aure_M0916_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/285/GCF_000545285.1_Stap_aure_M0916_V1
831,GCA_000545305.1,9,11,20,Staphylococcus aureus M0917,Bacteria;Terrabacteria group;Firmicutes,M0917,SAMN02325812,PRJNA216861,Scaffold,2.93912,32.9,,JCRV01,31.0,2812.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/305/GCA_000545305.1_Stap_aure_M0917_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/305/GCF_000545305.1_Stap_aure_M0917_V1
832,GCA_000545325.1,9,12,21,Staphylococcus aureus M0918,Bacteria;Terrabacteria group;Firmicutes,M0918,SAMN02325813,PRJNA216862,Scaffold,2.88762,32.8,,JCRW01,52.0,2760.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/325/GCA_000545325.1_Stap_aure_M0918_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/325/GCF_000545325.1_Stap_aure_M0918_V1
833,GCA_000545345.1,9,12,21,Staphylococcus aureus M0919,Bacteria;Terrabacteria group;Firmicutes,M0919,SAMN02325814,PRJNA216863,Scaffold,2.87078,32.9,,JCRX01,72.0,2749.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/345/GCA_000545345.1_Stap_aure_M0919_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/345/GCF_000545345.1_Stap_aure_M0919_V1
834,GCA_000545365.1,9,11,20,Staphylococcus aureus M0920,Bacteria;Terrabacteria group;Firmicutes,M0920,SAMN02325815,PRJNA216864,Scaffold,2.87918,32.8,,JCRY01,56.0,2756.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/365/GCA_000545365.1_Stap_aure_M0920_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/365/GCF_000545365.1_Stap_aure_M0920_V1
835,GCA_000545385.1,9,11,20,Staphylococcus aureus M0922,Bacteria;Terrabacteria group;Firmicutes,M0922,SAMN02325817,PRJNA216866,Scaffold,2.85214,32.8,,JCRZ01,41.0,2715.0,2014-02-04T19:14:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/385/GCA_000545385.1_Stap_aure_M0922_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/385/GCF_000545385.1_Stap_aure_M0922_V1
836,GCA_000545405.1,9,12,21,Staphylococcus aureus M0924,Bacteria;Terrabacteria group;Firmicutes,M0924,SAMN02325819,PRJNA216868,Scaffold,2.88853,32.8,,JCSA01,60.0,2779.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/405/GCA_000545405.1_Stap_aure_M0924_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/405/GCF_000545405.1_Stap_aure_M0924_V1
837,GCA_000545425.1,9,12,21,Staphylococcus aureus M0928,Bacteria;Terrabacteria group;Firmicutes,M0928,SAMN02325820,PRJNA216869,Scaffold,2.87625,32.9,,JCSB01,57.0,2740.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/425/GCA_000545425.1_Stap_aure_M0928_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/425/GCF_000545425.1_Stap_aure_M0928_V1
838,GCA_000545445.1,9,11,20,Staphylococcus aureus M0929,Bacteria;Terrabacteria group;Firmicutes,M0929,SAMN02325821,PRJNA216870,Scaffold,2.86963,32.8,,JCSC01,47.0,2728.0,2014-02-04T19:16:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/445/GCA_000545445.1_Stap_aure_M0929_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/445/GCF_000545445.1_Stap_aure_M0929_V1
839,GCA_000545465.1,9,12,21,Staphylococcus aureus M0930,Bacteria;Terrabacteria group;Firmicutes,M0930,SAMN02325822,PRJNA216871,Scaffold,2.90319,32.9,,JCSD01,64.0,2790.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/465/GCA_000545465.1_Stap_aure_M0930_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/465/GCF_000545465.1_Stap_aure_M0930_V1
840,GCA_000545485.1,9,12,21,Staphylococcus aureus M0931,Bacteria;Terrabacteria group;Firmicutes,M0931,SAMN02325823,PRJNA216872,Scaffold,2.89257,32.8,,JCSE01,57.0,2764.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/485/GCA_000545485.1_Stap_aure_M0931_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/485/GCF_000545485.1_Stap_aure_M0931_V1
841,GCA_000545505.1,9,11,20,Staphylococcus aureus M0932,Bacteria;Terrabacteria group;Firmicutes,M0932,SAMN02325824,PRJNA216873,Scaffold,2.88751,32.8,,JCSF01,35.0,2756.0,2014-02-04T19:18:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/505/GCA_000545505.1_Stap_aure_M0932_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/505/GCF_000545505.1_Stap_aure_M0932_V1
842,GCA_000545525.1,9,13,22,Staphylococcus aureus M0935,Bacteria;Terrabacteria group;Firmicutes,M0935,SAMN02325825,PRJNA216874,Scaffold,2.9059,32.8,,JCSG01,63.0,2796.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/525/GCA_000545525.1_Stap_aure_M0935_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/525/GCF_000545525.1_Stap_aure_M0935_V1
843,GCA_000545545.1,9,11,20,Staphylococcus aureus M0936,Bacteria;Terrabacteria group;Firmicutes,M0936,SAMN02325826,PRJNA216875,Scaffold,2.83082,32.8,,JCSH01,37.0,2703.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/545/GCA_000545545.1_Stap_aure_M0936_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/545/GCF_000545545.1_Stap_aure_M0936_V1
844,GCA_000545565.1,23,15,38,Staphylococcus aureus M0937,Bacteria;Terrabacteria group;Firmicutes,M0937,SAMN02325827,PRJNA216876,Scaffold,2.80276,32.8,,JCSI01,43.0,2630.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/565/GCA_000545565.1_Stap_aure_M0937_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/565/GCF_000545565.1_Stap_aure_M0937_V1
845,GCA_000545585.1,9,11,20,Staphylococcus aureus M0940,Bacteria;Terrabacteria group;Firmicutes,M0940,SAMN02325830,PRJNA216879,Scaffold,2.8313,32.8,,JCSJ01,34.0,2694.0,2014-02-04T19:20:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/585/GCA_000545585.1_Stap_aure_M0940_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/585/GCF_000545585.1_Stap_aure_M0940_V1
846,GCA_000545605.1,10,12,22,Staphylococcus aureus M0941,Bacteria;Terrabacteria group;Firmicutes,M0941,SAMN02325831,PRJNA216880,Scaffold,2.8056,32.8,,JCSK01,28.0,2653.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/605/GCA_000545605.1_Stap_aure_M0941_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/605/GCF_000545605.1_Stap_aure_M0941_V1
847,GCA_000545625.1,9,11,20,Staphylococcus aureus M0942,Bacteria;Terrabacteria group;Firmicutes,M0942,SAMN02325832,PRJNA216881,Scaffold,2.88831,32.8,,JCSL01,56.0,2779.0,2014-02-04T19:21:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/625/GCA_000545625.1_Stap_aure_M0942_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/625/GCF_000545625.1_Stap_aure_M0942_V1
848,GCA_000545645.1,1,10,11,Staphylococcus aureus M0945,Bacteria;Terrabacteria group;Firmicutes,M0945,SAMN02325833,PRJNA216882,Scaffold,2.85771,32.7,,JCSM01,57.0,2734.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/645/GCA_000545645.1_Stap_aure_M0945_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/645/GCF_000545645.1_Stap_aure_M0945_V1
849,GCA_000545665.1,9,11,20,Staphylococcus aureus M0947,Bacteria;Terrabacteria group;Firmicutes,M0947,SAMN02325834,PRJNA216883,Scaffold,2.87438,32.8,,JCSN01,46.0,2738.0,2014-02-04T19:23:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/665/GCA_000545665.1_Stap_aure_M0947_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/665/GCF_000545665.1_Stap_aure_M0947_V1
850,GCA_000545685.1,9,12,21,Staphylococcus aureus M0948,Bacteria;Terrabacteria group;Firmicutes,M0948,SAMN02325835,PRJNA216884,Scaffold,2.87308,32.8,,JCSO01,16.0,2733.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/685/GCA_000545685.1_Stap_aure_M0948_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/685/GCF_000545685.1_Stap_aure_M0948_V1
851,GCA_000545705.1,9,14,23,Staphylococcus aureus M0951,Bacteria;Terrabacteria group;Firmicutes,M0951,SAMN02325838,PRJNA216887,Scaffold,2.95262,32.9,,JCSP01,101.0,2841.0,2014-02-04T19:24:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/705/GCA_000545705.1_Stap_aure_M0951_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/705/GCF_000545705.1_Stap_aure_M0951_V1
852,GCA_000545725.1,9,11,20,Staphylococcus aureus M0954,Bacteria;Terrabacteria group;Firmicutes,M0954,SAMN02325840,PRJNA216889,Scaffold,2.86686,32.9,,JCSQ01,22.0,2727.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/725/GCA_000545725.1_Stap_aure_M0954_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/725/GCF_000545725.1_Stap_aure_M0954_V1
853,GCA_000545745.1,9,11,20,Staphylococcus aureus M0955,Bacteria;Terrabacteria group;Firmicutes,M0955,SAMN02325841,PRJNA216890,Scaffold,2.86108,32.9,,JCSR01,67.0,2699.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/745/GCA_000545745.1_Stap_aure_M0955_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/745/GCF_000545745.1_Stap_aure_M0955_V1
854,GCA_000545765.1,9,12,21,Staphylococcus aureus M0956,Bacteria;Terrabacteria group;Firmicutes,M0956,SAMN02325842,PRJNA216891,Scaffold,2.88935,32.8,,JCSS01,57.0,2767.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/765/GCA_000545765.1_Stap_aure_M0956_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/765/GCF_000545765.1_Stap_aure_M0956_V1
855,GCA_000545785.1,10,11,21,Staphylococcus aureus M0957,Bacteria;Terrabacteria group;Firmicutes,M0957,SAMN02325843,PRJNA216892,Scaffold,2.82796,32.8,,JCST01,29.0,2691.0,2014-02-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/545/785/GCA_000545785.1_Stap_aure_M0957_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/545/785/GCF_000545785.1_Stap_aure_M0957_V1
