Assembly, pident, qcovs, Qval,Strain,Size (Mb),WGS,Scaffolds,Genes,Proteins
GCA_000571215.1,9,12,21,H68256,2.86255,JEDS01,36,2999,2861
GCA_000571235.1,11,14,25,H68252,2.77215,JEDT01,30,2841,2710
GCA_000571255.1,9,11,20,H68244,2.89197,JEDU01,53,3052,2873
GCA_000571275.1,9,10,19,H64967,2.93644,JEDV01,50,3068,2916
GCA_000571295.1,2,11,13,H64962,2.83985,JEDW01,39,2987,2847
GCA_000571315.1,9,12,21,H64941,2.93409,JEDX01,56,3072,2909
GCA_000571335.1,9,12,21,H58191,2.87938,JEDY01,67,3035,2853
GCA_000571355.1,0,10,10,H58183,2.89946,JEDZ01,9,3055,2896
GCA_000571375.1,1,11,12,H58165,2.89706,JEEA01,9,3053,2888
GCA_000571395.1,2,10,12,H47671,2.88402,JEEB01,14,3040,2880
GCA_000571415.1,9,11,20,F88405,2.90642,JEEC01,86,3074,2904
GCA_000571435.1,0,10,10,F88387,2.93475,JEED01,16,3097,2919
GCA_000571455.1,9,12,21,F88375,2.85712,JEEE01,30,2987,2854
GCA_000571475.1,9,11,20,F88369,2.86421,JEEF01,32,3018,2846
GCA_000571495.1,9,12,21,F84763,2.86233,JEEG01,41,2990,2843
GCA_000571515.1,9,12,21,F84732,2.85613,JEEH01,32,3012,2848
GCA_000571535.1,12,15,27,F81389,2.84358,JEEI01,52,2947,2792
GCA_000571555.1,0,11,11,F81381,2.90243,JEEJ01,13,3063,2896
GCA_000571575.1,10,11,21,F77974,2.86459,JEEK01,25,2995,2851
GCA_000571595.1,12,13,25,F77967,2.77673,JEEL01,35,2884,2750
GCA_000571615.1,9,12,21,F77960,2.87836,JEEM01,47,3008,2855
GCA_000571635.1,9,10,19,F77919,2.85478,JEEN01,32,2958,2813
GCA_000571655.1,9,10,19,F77917,2.75415,JEEO01,53,2852,2662
GCA_000571675.1,11,12,23,F29997,2.81048,JEEP01,30,2921,2789
GCA_000571695.1,10,12,22,F29993,2.86139,JEEQ01,82,3035,2854
GCA_000571715.1,11,11,22,F29982,2.7052,JEER01,26,2768,2634
GCA_000571735.1,2,10,12,F26884,2.85454,JEES01,13,2990,2828
GCA_000571755.1,0,11,11,F26858,2.97511,JEET01,17,3158,2994
GCA_000571775.1,9,11,20,F23368,2.86613,JEEU01,24,3016,2855
GCA_000571795.1,10,11,21,F23353,2.87263,JEEV01,70,3008,2848
GCA_000571815.1,10,12,22,F20115,2.83924,JEEW01,39,2971,2827
GCA_000571835.1,10,12,22,F16470,2.80503,JEEX01,41,2935,2791
GCA_000571855.1,0,10,10,F16432,2.89768,JEEY01,12,3055,2893
GCA_000571875.1,9,11,20,F13027,2.92602,JEEZ01,52,3053,2901
GCA_000571895.1,9,12,21,F13022,2.84347,JEFA01,57,2985,2825
GCA_000572325.1,1,10,11,HBHO6021,2.96984,JDWV01,8,3155,2996
GCA_000572345.1,0,10,10,WMCA6126,2.91061,JDWW01,7,3069,2899
GCA_000572365.1,0,10,10,WAMC6055,2.92129,JDWX01,5,3075,2923
GCA_000572385.1,0,10,10,WMCS6115,2.95859,JDWY01,5,3143,2974
GCA_000572405.1,0,10,10,WMCS6114,2.89827,JDWZ01,9,3060,2916
GCA_000572425.1,0,10,10,OCMM6115,2.892,JDXA01,5,3045,2896
GCA_000572445.1,9,11,20,OCMM6109,2.88624,JDXB01,3,3013,2833
GCA_000572465.1,0,10,10,WMCA6086,2.9126,JDXC01,3,3075,2909
GCA_000572485.1,9,12,21,OCMM6103,2.93689,JDXD01,9,3069,2891
GCA_000572505.1,0,10,10,FVRH6079,2.93051,JDXE01,6,3082,2924
GCA_000572525.1,0,11,11,FVRH6066,2.94882,JDXF01,11,3117,2953
GCA_000572545.1,9,11,20,MISS6176,2.95487,JDXG01,8,3111,2943
GCA_000572565.1,0,10,10,FVRH6040,2.9085,JDXH01,6,3065,2899
GCA_000572585.1,0,10,10,MISS6131,2.89911,JDXJ01,4,3058,2895
GCA_000572605.1,9,11,20,MISS6132,2.94224,JDXK01,11,3106,2935
GCA_000572625.1,9,11,20,KINW6025,2.9181,JDXL01,6,3071,2910
GCA_000572645.1,0,10,10,SJOS6145,2.88984,JDXM01,10,3044,2880
GCA_000572665.1,9,11,20,SJUD6098,2.98832,JDXN01,13,3149,2970
GCA_000572685.1,9,11,20,SJOS6123,2.89582,JDXO01,11,3040,2873
GCA_000572705.1,9,12,21,HOAG6047,2.94264,JDXP01,7,3091,2927
GCA_000572725.1,10,11,21,HOAG6043,2.94681,JDXQ01,14,3020,2832
GCA_000572745.1,0,11,11,SMMC6014,2.94016,JDXR01,6,3122,2960
GCA_000572765.1,9,11,20,SCLE6012,2.8524,JDXS01,5,2963,2808
GCA_000572785.1,9,11,20,OCMM6017,2.93269,JDXT01,8,3062,2892
GCA_000572805.1,1,10,11,WAMC6049,2.87627,JDXV01,6,3030,2874
GCA_000572825.1,0,10,10,SMMC6016,2.93584,JDXW01,6,3102,2945
GCA_000572845.1,9,11,20,MISS6037,2.94324,JDXX01,8,3076,2903
GCA_000572865.1,0,10,10,LPIH6008,2.91438,JDXZ01,7,3065,2902
GCA_000572885.1,0,10,10,LPIH6004,2.90578,JDYA01,6,3065,2901
GCA_000572905.1,0,11,11,HBHO6050,2.96958,JDYB01,4,3151,2995
GCA_000572925.1,2,10,12,WMCS6047,2.87415,JDYC01,7,3017,2857
GCA_000572945.1,9,11,20,WMCA6006,2.88533,JDYD01,5,3016,2860
GCA_000572965.1,10,11,21,GGMC6004,2.98968,JDYE01,10,3161,2971
GCA_000572985.1,0,10,10,SCOA6009,2.95547,JDYF01,7,3139,2974
GCA_000573005.1,0,10,10,SJUD6085,2.88193,JDYG01,4,3036,2880
GCA_000573025.1,2,11,13,COAS6044,2.84357,JDYH01,5,2968,2806
GCA_000573045.1,9,14,23,MISS6103,2.86526,JDYI01,4,2952,2795
GCA_000573065.1,0,10,10,LPIH6010,2.90795,JDXU01,4,3063,2896
GCA_000573085.1,9,11,20,M1337,2.86794,JEGB01,42,3028,2855
GCA_000573105.1,9,12,21,M1336,2.8592,JEGC01,39,3013,2850
GCA_000573125.1,3,11,14,M1334,2.83827,JEGD01,49,2980,2849
GCA_000573145.1,3,11,14,M1333,2.8402,JEGE01,56,2991,2852
GCA_000573165.1,9,11,20,M1331,2.84434,JEGF01,52,2990,2825
GCA_000573185.1,9,12,21,M1330,2.86692,JEGG01,41,3016,2843
GCA_000573205.1,3,11,14,M1329,2.84319,JEGH01,39,3012,2853
GCA_000573225.1,9,11,20,M1328,2.87232,JEGI01,19,3011,2846
GCA_000573245.1,9,11,20,M1326,2.85978,JEGJ01,38,3019,2851
GCA_000573265.1,9,13,22,M1325,2.88602,JEGK01,69,3063,2898
GCA_000573285.1,9,12,21,M1324,2.90152,JEGL01,28,3062,2894
GCA_000573305.1,9,12,21,M1323,2.89306,JEGM01,33,3051,2879
GCA_000573325.1,3,13,16,M1319,2.92506,JEGN01,71,3139,2962
GCA_000573345.1,9,12,21,M1318,2.85568,JEGO01,43,3000,2820
GCA_000573365.1,9,11,20,M1317,2.88402,JEGP01,46,3042,2875
GCA_000573385.1,9,11,20,M1315,2.85828,JEGQ01,35,3016,2847
GCA_000573405.1,9,11,20,M1314,2.86009,JEGR01,47,3031,2862
GCA_000573425.1,9,12,21,M1313,2.90359,JEGS01,57,3075,2893
GCA_000573445.1,9,12,21,M1312,2.84993,JEGT01,18,3001,2832
GCA_000573465.1,9,11,20,M1310,2.94716,JEGU01,37,3106,2931
GCA_000573485.1,9,11,20,M1308,2.87788,JEGV01,53,3031,2856
GCA_000573505.1,9,11,20,M1305,2.85685,JEGW01,31,3008,2851
GCA_000573525.1,3,15,18,M1304,2.87547,JEGX01,73,3028,2887
GCA_000573545.1,9,11,20,M1303,2.8619,JEGY01,33,3012,2850
GCA_000573565.1,9,11,20,M1302,2.87065,JEGZ01,37,3022,2859
GCA_000573585.1,9,11,20,M1301,2.93007,JEHA01,29,3089,2913
GCA_000573605.1,9,12,21,M1298,2.89434,JEHB01,36,3047,2874
GCA_000573625.1,3,13,16,M1297,2.91795,JEHC01,69,3076,2944
GCA_000573645.1,9,12,21,M1296,2.91415,JEHD01,64,3109,2923
GCA_000573665.1,9,11,20,M1295,2.89981,JEHE01,51,3079,2911
GCA_000573685.1,9,12,21,M1293,2.89009,JEHF01,62,3068,2889
GCA_000573705.1,23,17,40,M1292,2.81113,JEHG01,42,2897,2725
GCA_000573725.1,4,13,17,M1290,2.82278,JEHH01,61,2969,2840
GCA_000573745.1,3,11,14,M1289,2.83857,JEHI01,46,2980,2852
GCA_000573765.1,9,11,20,M1288,2.86312,JEHJ01,42,3016,2858
GCA_000573785.1,9,12,21,M1285,2.85804,JEHK01,47,3022,2852
GCA_000573805.1,9,12,21,M1283,2.85702,JEHL01,40,2998,2834
GCA_000573825.1,10,11,21,M1282,2.94205,JEHM01,32,3112,2936
GCA_000573845.1,9,12,21,M1280,2.88483,JEHN01,64,3066,2901
GCA_000573865.1,9,12,21,M1279,2.89996,JEHO01,57,3064,2861
GCA_000573885.1,23,16,39,M1278,2.81051,JEHP01,47,2922,2722
GCA_000573945.1,9,12,21,M1276,2.91522,JEHQ01,58,3110,2935
GCA_000573965.1,9,11,20,M1274,2.85715,JEHR01,42,2996,2822
GCA_000573985.1,9,11,20,M1273,2.91545,JEHS01,56,3082,2901
GCA_000574005.1,23,16,39,M1272,2.80167,JEHT01,50,2893,2717
GCA_000574025.1,9,11,20,M1271,2.86332,JEHU01,44,3025,2856
GCA_000574045.1,3,13,16,M1270,2.91345,JEHV01,64,3085,2935
GCA_000574065.1,9,11,20,M1269,2.86074,JEHW01,51,3023,2856
GCA_000574085.1,9,11,20,M1268,2.84978,JEHX01,43,2990,2831
GCA_000574105.1,9,12,21,M1267,2.91202,JEHY01,67,3102,2920
GCA_000574125.1,9,11,20,M1264,2.91179,JEHZ01,59,3067,2872
GCA_000574145.1,3,14,17,M1263,2.9196,JEIA01,68,3102,2956
GCA_000574165.1,3,13,16,M1262,2.90135,JEIB01,71,3074,2935
GCA_000574185.1,9,11,20,M1261,2.8675,JEIC01,41,3020,2862
GCA_000574205.1,23,16,39,M1260,2.80036,JEID01,55,2932,2739
GCA_000574225.1,9,13,22,M1258,2.86458,JEIE01,48,3023,2850
GCA_000574245.1,9,12,21,M1254,2.84383,JEIF01,34,2991,2823
GCA_000574265.1,9,11,20,M1252,2.84702,JEIG01,40,3001,2839
GCA_000574285.1,9,11,20,M1250,2.84592,JEIH01,31,3000,2845
GCA_000574305.1,9,12,21,M1249,2.87059,JEII01,37,3021,2852
GCA_000574325.1,10,12,22,M1247,2.82353,JEIJ01,29,2978,2813
GCA_000574345.1,9,12,21,M1246,2.88277,JEIK01,39,3030,2854
GCA_000574365.1,9,11,20,M1245,2.85733,JEIL01,49,3021,2859
GCA_000574385.1,9,14,23,M1243,2.9597,JEIM01,73,3147,2941
GCA_000574405.1,16,13,29,M1242,2.74459,JEIN01,43,2824,2668
GCA_000574425.1,9,11,20,M1241,2.88414,JEIO01,45,3041,2873
GCA_000574445.1,9,11,20,M1239,2.8548,JEIP01,47,3010,2842
GCA_000574465.1,9,13,22,M1238,2.89064,JEIQ01,66,3067,2884
GCA_000574485.1,23,15,38,M1237,2.80909,JEIR01,24,2922,2739
GCA_000574505.1,9,11,20,M1236,2.83309,JEIS01,37,2972,2814
GCA_000574525.1,10,12,22,M1235,2.84566,JEIT01,30,2985,2827
GCA_000574545.1,9,13,22,M1234,2.87461,JEIU01,65,3061,2870
GCA_000574565.1,9,12,21,M1233,2.91448,JEIV01,60,3088,2908
GCA_000574585.1,9,11,20,M1232,2.90353,JEIW01,70,3083,2903
GCA_000574605.1,9,13,22,M1231,2.88639,JEIX01,65,3060,2893
GCA_000574625.1,10,12,22,M1230,2.85279,JEIY01,44,2996,2821
GCA_000574645.1,10,11,21,M1227,2.83834,JEIZ01,59,3001,2831
GCA_000574665.1,23,17,40,M1225,2.80842,JEJA01,57,2925,2743
GCA_000574685.1,9,11,20,M1222,2.86944,JEJB01,36,3015,2858
GCA_000574705.1,9,12,21,M1221,2.9229,JEJC01,71,3110,2923
GCA_000574725.1,9,12,21,M1220,2.88611,JEJD01,52,3045,2874
GCA_000574745.1,9,13,22,M1219,2.86708,JEJE01,33,3006,2845
GCA_000574765.1,9,11,20,M1218,2.85904,JEJF01,15,3000,2835
GCA_000574785.1,13,16,29,M1217,2.78034,JEJG01,36,2882,2710
GCA_000574805.1,9,11,20,M1214,2.88636,JEJH01,65,3062,2872
GCA_000574825.1,23,16,39,M1213,2.80491,JEJI01,39,2905,2716
GCA_000574845.1,9,11,20,M1209,2.85574,JEJJ01,36,3024,2856
GCA_000574865.1,23,18,41,M1208,2.80377,JEJK01,54,2910,2723
GCA_000574885.1,10,12,22,M1207,2.86045,JEJL01,43,3015,2845
GCA_000574905.1,9,12,21,M1206,2.92747,JEJM01,33,3089,2918
GCA_000574925.1,9,12,21,M1204,2.85889,JEJN01,39,2990,2849
GCA_000574945.1,9,11,20,M1203,2.85035,JEJO01,39,2999,2843
GCA_000574965.1,9,11,20,M1201,2.86469,JEJP01,31,3017,2853
GCA_000574985.1,9,12,21,M1200,2.92632,JEJQ01,39,3099,2927
GCA_000575005.1,10,12,22,M1197,2.88173,JEJR01,50,3031,2869
GCA_000575025.1,9,13,22,M1195,2.88701,JEJS01,51,3044,2877
GCA_000575045.1,9,11,20,M1192,2.85684,JEJT01,39,3013,2858
GCA_000575065.1,10,11,21,M1189,2.86461,JEJU01,53,3023,2860
GCA_000575085.1,9,12,21,M1187,2.88656,JEJV01,85,3074,2894
GCA_000575105.1,9,12,21,M1186,2.86778,JEJW01,47,3041,2872
GCA_000575125.1,10,12,22,M1182,2.94375,JEJX01,81,3137,2940
GCA_000575145.1,10,11,21,M1181,2.86766,JEJY01,44,3028,2849
GCA_000575165.1,10,12,22,M1180,2.84532,JEJZ01,47,2991,2812
GCA_000575185.1,10,12,22,M1174,2.87586,JEKA01,44,3022,2841
GCA_000575205.1,9,12,21,M1172,2.87929,JEKB01,6,3012,2852
GCA_000575225.1,9,11,20,M1171,2.85006,JEKC01,32,2995,2831
GCA_000575245.1,25,17,42,M1169,2.7454,JEKD01,61,2816,2658
GCA_000575265.1,9,12,21,M1168,2.89276,JEKE01,64,3094,2920
GCA_000575285.1,9,11,20,M1166,2.85582,JEKF01,49,3011,2850
GCA_000575305.1,9,12,21,M1165,2.89796,JEKG01,61,3070,2901
GCA_000575325.1,9,12,21,M1164,2.91798,JEKH01,84,3107,2937
GCA_000575345.1,10,12,22,M1162,2.85919,JEKI01,54,3033,2860
GCA_000575365.1,9,11,20,M1160,2.9093,JEKJ01,74,3090,2891
GCA_000575385.1,10,12,22,M1159,2.86389,JEKK01,49,3005,2830
GCA_000575405.1,9,12,21,M1158,2.84413,JEKL01,49,3013,2841
GCA_000575425.1,9,13,22,M1156,2.90564,JEKM01,72,3084,2895
GCA_000575445.1,3,13,16,M1153,2.91472,JEKN01,82,3089,2952
GCA_000575465.1,9,12,21,M1152,2.92305,JEKO01,74,3109,2930
GCA_000575485.1,23,16,39,M1151,2.80454,JEKP01,42,2906,2724
GCA_000575505.1,9,12,21,M1149,2.88574,JEKQ01,55,3055,2891
GCA_000575525.1,9,11,20,M1148,2.89164,JEKR01,48,3053,2873
GCA_000575545.1,9,12,21,M1147,2.90295,JEKS01,77,3080,2907
GCA_000575565.1,9,11,20,M1146,2.8809,JEKT01,54,3023,2840
GCA_000575585.1,9,14,23,M1144,2.92025,JEKU01,75,3100,2904
GCA_000575605.1,9,13,22,M1141,2.87943,JEKV01,53,3052,2889
GCA_000575625.1,9,12,21,M1140,2.85187,JEKW01,61,3027,2859
GCA_000575645.1,9,12,21,M1139,2.89629,JEKX01,60,3070,2902
GCA_000575665.1,9,11,20,M1138,2.87315,JEKY01,39,3029,2865
GCA_000575685.1,9,12,21,M1137,2.90178,JEKZ01,27,3057,2891
GCA_000575705.1,10,13,23,M1136,2.9163,JELA01,78,3098,2912
GCA_000575725.1,3,13,16,M1132,2.89211,JELB01,78,3078,2939
GCA_000575745.1,11,11,22,M1130,2.91556,JELC01,18,3062,2879
GCA_000575765.1,9,12,21,M1129,2.91935,JELD01,28,3076,2907
GCA_000575785.1,9,12,21,M1128,2.86348,JELE01,47,3017,2851
GCA_000575805.1,9,12,21,M1127,2.85701,JELF01,37,3018,2852
GCA_000575825.1,3,14,17,M1124,2.91881,JELG01,73,3103,2962
GCA_000575845.1,10,12,22,M1122,2.81929,JELH01,37,2961,2800
GCA_000575865.1,9,11,20,M1121,2.8495,JELI01,42,3004,2846
GCA_000575885.1,9,11,20,M1120,2.90674,JELJ01,80,3101,2926
GCA_000575905.1,9,12,21,M1117,2.85878,JELK01,64,3030,2856
GCA_000575925.1,8,11,19,M1116,2.88564,JELL01,61,3055,2869
GCA_000575945.1,10,12,22,M1113,2.85416,JELM01,46,3009,2829
GCA_000575965.1,9,12,21,M1112,2.88094,JELN01,49,3033,2858
GCA_000575985.1,9,11,20,M1110,2.84118,JELO01,46,3003,2832
GCA_000576005.1,9,12,21,M1108,2.88808,JELP01,66,3058,2886
GCA_000576025.1,11,14,25,M1107,2.82225,JELQ01,53,2961,2793
GCA_000576755.1,2,10,12,F41902,2.96058,JEOH01,8,3115,2943
GCA_000576775.1,8,10,18,W21479,2.92032,JEOI01,8,3072,2904
GCA_000576795.1,2,10,12,F52754,2.88094,JEOJ01,9,3052,2893
GCA_000576815.1,10,12,22,M12709,2.86202,JEOK01,8,2999,2828
GCA_000576835.1,2,10,12,F80354,2.90379,JEOL01,24,3073,2920
GCA_000576855.1,0,10,10,M36089,2.88748,JEOM01,27,3036,2879
GCA_000576875.1,10,11,21,W82310,2.87573,JEON01,17,2989,2815
GCA_000576905.1,1,10,11,T45940,2.92806,JEOO01,9,3102,2945
GCA_000576925.1,8,11,19,H79484,2.8761,JEOP01,15,3021,2858
GCA_000576945.1,9,12,21,W48969,2.96608,JEOQ01,29,3134,2951
GCA_000576965.1,9,11,20,W48973,2.89292,JEOR01,33,3055,2868
GCA_000576985.1,0,10,10,M44986,2.86948,JEOS01,5,3022,2867
GCA_000577005.1,0,10,10,M44987,2.87079,JEOT01,7,3026,2868
GCA_000577025.1,0,10,10,F77709,2.94615,JEOU01,4,3124,2963
GCA_000577045.1,2,11,13,F74035,2.90205,JEOV01,6,3036,2872
GCA_000577065.1,2,11,13,F74039,2.89143,JEOW01,4,3044,2883
GCA_000577085.1,3,13,16,H41336,2.95819,JEOX01,4,3112,2909
GCA_000577105.1,8,12,20,H44713,2.85629,JEOY01,7,2989,2829
GCA_000577125.1,3,10,13,F31094,2.85203,JEOZ01,5,2991,2823
GCA_000577145.1,0,11,11,F46780,2.91433,JEPA01,4,3080,2927
GCA_000577175.1,0,10,10,F46785,2.92437,JEPB01,7,3086,2918
GCA_000577195.1,10,12,22,F46798,2.94675,JEPC01,31,3112,2927
GCA_000577215.1,0,11,11,F50093,2.90246,JEPD01,5,3037,2883
GCA_000577235.1,10,14,24,F50121,2.91282,JEPE01,14,3064,2888
GCA_000577305.1,0,10,10,F53393,3.02223,JEPF01,5,3224,3068
GCA_000577365.1,9,11,20,F53399,2.8957,JEPG01,30,3051,2874
GCA_000577405.1,9,12,21,F53404,2.84597,JEPH01,17,2946,2797
GCA_000577435.1,0,10,10,H16097,2.87739,JEPI01,10,3041,2884
GCA_000577455.1,9,12,21,H19476,2.93067,JEPJ01,13,3064,2910
GCA_000577475.1,0,10,10,H25869,2.98912,JEPK01,10,3166,3001
GCA_000577505.1,10,12,22,M16552,2.93662,JEPL01,14,3120,2945
GCA_000577525.1,10,12,22,T57402,2.85869,JEPM01,15,2976,2808
GCA_000577565.1,0,10,10,T67319,2.90492,JEPN01,6,3059,2893
GCA_000577625.1,1,10,11,W29625,2.98215,JEPO01,7,3192,3029
GCA_000577685.1,9,11,20,W39821,2.89141,JEPP01,7,3002,2834
GCA_000577735.1,0,10,10,W50110,2.9255,JEPQ01,13,3101,2943
GCA_000577775.1,9,12,21,F60349,2.84995,JEPR01,32,2960,2834
GCA_000577835.1,0,10,10,W46839,2.89522,JEPS01,15,3056,2892
GCA_000577915.1,0,10,10,F60357,2.89588,JEPT01,11,3057,2895
GCA_000577975.1,0,10,10,F60360,2.90377,JEPU01,13,3059,2897
GCA_000577995.1,9,11,20,W18442,2.89025,JEPV01,44,3059,2895
GCA_000578015.1,0,10,10,F63750,2.88478,JEPW01,8,3037,2875
GCA_000578035.1,0,10,10,F63687,2.94257,JEPX01,18,3132,2959
GCA_000578055.1,9,11,20,F63787,2.88904,JEPY01,37,3023,2872
GCA_000578075.1,0,11,11,M28487,2.9397,JEPZ01,30,3148,2972
GCA_000578095.1,0,10,10,M29068,2.92809,JEQA01,18,3094,2939
GCA_000578115.1,11,13,24,M28485,2.77768,JEQB01,37,2911,2742
GCA_000578135.1,10,13,23,T74091,2.83822,JEQC01,46,2965,2833
GCA_000578155.1,9,11,20,W56912,2.92031,JEQD01,56,3061,2911
GCA_000578175.1,10,14,24,H32135,2.82537,JEQE01,58,2972,2804
GCA_000578195.1,0,10,10,H32166,2.89652,JEQF01,12,3055,2894
GCA_000578215.1,0,10,10,H32181,2.8961,JEQG01,15,3056,2892
GCA_000578235.1,0,10,10,F63786,2.93276,JEQH01,10,3115,2954
GCA_000578255.1,2,10,12,F66778,2.89085,JEQI01,17,3045,2884
GCA_000578275.1,0,10,10,M32679,2.91435,JEQJ01,12,3087,2936
GCA_000578295.1,11,14,25,T77565,2.78063,JEQK01,42,2874,2740
GCA_000578315.1,0,10,10,T77618,2.89349,JEQL01,17,3045,2893
GCA_000578335.1,9,10,19,F70077,2.93128,JEQM01,57,3081,2921
GCA_000578355.1,9,11,20,M35933,2.85407,JEQN01,58,2982,2849
GCA_000578375.1,9,11,20,M35938,2.83425,JEQO01,39,2943,2811
GCA_000578395.1,9,12,21,M35955,2.90868,JEQP01,49,3036,2890
GCA_000578415.1,11,12,23,M35965,2.88429,JEQQ01,50,3020,2873
GCA_000578435.1,0,10,10,W62972,2.92974,JEQR01,15,3114,2946
GCA_000578455.1,9,11,20,H38226,2.87105,JEQS01,38,3018,2853
GCA_000578475.1,10,12,22,H38239,2.81437,JEQT01,33,2944,2782
GCA_000578495.1,10,12,22,F73187,2.85976,JEQU01,56,2995,2819
GCA_000578515.1,0,11,11,F73229,2.8729,JEQV01,9,3027,2871
GCA_000578535.1,9,12,21,H38215,2.87293,JEQW01,54,3021,2864
GCA_000578555.1,1,11,12,M39265,2.87471,JEQX01,31,3008,2872
GCA_000578575.1,11,12,23,T83705,2.80911,JEQY01,34,2908,2764
GCA_000578595.1,1,10,11,W65910,2.9042,JEQZ01,20,3073,2914
GCA_000578615.1,0,10,10,W65904,2.93126,JERA01,20,3111,2956
GCA_000578635.1,0,11,11,H41079,2.93641,JERB01,23,3118,2947
GCA_000578655.1,11,13,24,F76218,2.77116,JERC01,33,2849,2728
GCA_000578675.1,10,12,22,W65885,2.87672,JERD01,37,3023,2849
GCA_000578695.1,9,14,23,M42507,2.88854,JERE01,43,3021,2857
GCA_000578715.1,24,14,38,T86574,2.77027,JERF01,42,2881,2705
GCA_000578735.1,9,11,20,M42485,2.87588,JERG01,51,3011,2862
GCA_000578755.1,0,10,10,H43986,2.89563,JERH01,13,3052,2892
GCA_000578775.1,2,10,12,H44015,2.85675,JERI01,16,2992,2824
GCA_000578795.1,9,11,20,M42496,2.93294,JERJ01,56,3097,2920
GCA_000578815.1,0,11,11,T89906,2.89451,JERK01,15,3056,2894
GCA_000578835.1,2,10,12,M45704,2.84677,JERL01,17,2999,2836
GCA_000578855.1,0,10,10,W70590,2.86899,JERM01,8,3023,2867
GCA_000578875.1,10,11,21,W70599,2.85067,JERN01,40,2971,2835
GCA_000578895.1,9,11,20,H47171,2.92175,JERO01,62,3078,2918
GCA_000578915.1,17,16,33,W70568,2.79941,JERP01,34,2907,2763
GCA_000578935.1,2,10,12,M42514,2.85874,JERQ01,15,3016,2849
GCA_000578955.1,10,11,21,H47183,2.83635,JERR01,43,2957,2778
GCA_000578975.1,9,12,21,M42518,2.88497,JERS01,49,3012,2876
GCA_000578995.1,0,10,10,F82568,2.86831,JERT01,13,3018,2860
GCA_000579015.1,9,11,20,F82573,2.87702,JERU01,43,3042,2875
GCA_000579035.1,24,13,37,F82600,2.7756,JERV01,37,2883,2703
GCA_000579055.1,0,11,11,M49455,2.89025,JERW01,13,3058,2895
GCA_000579075.1,9,10,19,H81433,2.81697,JERX01,53,2913,2715
GCA_000579095.1,0,11,11,M49474,2.85994,JERY01,1,3003,2849
GCA_000579115.1,10,12,22,W73676,2.77837,JERZ01,28,2894,2735
GCA_000579135.1,10,12,22,W73592,2.77133,JESA01,27,2875,2708
GCA_000579155.1,3,11,14,H49922,2.83926,JESB01,17,2987,2830
GCA_000579175.1,10,13,23,H49917,2.80736,JESC01,34,2926,2777
GCA_000579195.1,10,11,21,F16106,2.83055,JESD01,42,2950,2776
GCA_000579215.1,10,12,22,F16107,2.82908,JESE01,45,2936,2792
GCA_000579235.1,0,10,10,F26021,2.90544,JESF01,31,3080,2917
GCA_000579255.1,9,12,21,F85414,2.83774,JESG01,48,2963,2822
GCA_000579275.1,9,11,20,F85660,2.91627,JESH01,61,3071,2894
GCA_000579295.1,10,12,22,F85691,2.8146,JESI01,28,2946,2791
GCA_000579315.1,1,11,12,F85711,2.79778,JESJ01,6,2914,2768
GCA_000579335.1,0,10,10,F89053,2.93944,JESK01,22,3115,2954
GCA_000579355.1,9,11,20,F89075,2.84648,JESL01,49,3012,2843
GCA_000579375.1,2,10,12,F89078,2.88665,JESM01,17,3049,2886
GCA_000579395.1,0,10,10,F92047,2.93817,JESN01,20,3126,2956
GCA_000579415.1,9,12,21,F92089,2.94022,JESO01,54,3099,2918
GCA_000579435.1,0,10,10,F92119_080312,2.89169,JESP01,20,3055,2890
GCA_000579455.1,0,10,10,H49831,2.89007,JESQ01,11,3054,2897
GCA_000579475.1,10,12,22,H49864,2.7608,JESR01,32,2840,2705
GCA_000579495.1,10,14,24,H53188,2.8132,JESS01,47,2957,2764
GCA_000579515.1,0,10,10,H56219,2.94007,JEST01,13,3116,2952
GCA_000579535.1,2,10,12,H56227,2.89074,JESU01,20,3033,2859
GCA_000579555.1,0,10,10,H59298,2.9014,JESV01,11,3071,2906
GCA_000579575.1,0,10,10,H65794,2.91931,JESW01,26,3067,2915
GCA_000579595.1,0,10,10,H75423,2.93398,JESX01,18,3114,2958
GCA_000579615.1,0,10,10,H75425,2.93812,JESY01,13,3117,2959
GCA_000579635.1,0,10,10,M49501,2.94886,JESZ01,27,3136,2978
GCA_000579655.1,2,10,12,M55878,2.92486,JETA01,12,3111,2955
GCA_000579675.1,10,12,22,M55890,2.76862,JETB01,31,2868,2706
GCA_000579695.1,0,10,10,M55902,2.88575,JETC01,14,3047,2885
GCA_000579715.1,1,11,12,M59248,2.89457,JETD01,20,3054,2889
GCA_000579735.1,11,13,24,M59255,2.84422,JETE01,52,2994,2826
GCA_000579755.1,2,10,12,M59257,2.84661,JETF01,20,2991,2821
GCA_000579775.1,2,10,12,M70006,2.84556,JETG01,15,2992,2834
GCA_000579795.1,9,11,20,M70013,2.85611,JETH01,36,2970,2830
GCA_000579815.1,9,11,20,T15889,2.75081,JETI01,26,2831,2694
GCA_000579835.1,8,12,20,T22051,2.95176,JETJ01,49,3117,2946
GCA_000579855.1,10,12,22,T22071_080712,2.78458,JETK01,22,2908,2759
GCA_000579875.1,0,10,10,T28640,2.88081,JETL01,17,3038,2877
GCA_000579895.1,9,11,20,T32070,2.85789,JETM01,44,2991,2832
GCA_000579915.1,0,11,11,T36111,2.85991,JETN01,1,3003,2845
